,log_map_seed,log_map_r,log_map_on,lfsr_seed,lfsr_on,rossler_c,rossler_on,tent_map_seed,tent_map_r,tent_on,henon_map_x_seed,henon_map_y_seed,henon_map_a,henon_on,fitness
0,0.5756978455343141,3.819770601398028,0,11010001,1,18,1,0.6472187741456438,1.2833661428591325,0,0.4849889093674187,0.3016748486684198,1.7134250476308246,0,13.167785217067859
1,0.5756978455343141,3.819770601398028,0,11010001,1,13,1,0.6472187741456438,1.2833661428591325,0,0.4849889093674187,0.3016748486684198,1.7134250476308246,0,33.430459907540246
2,0.5756978455343141,3.819770601398028,0,11010001,1,13,0,0.6472187741456438,1.2833661428591325,0,0.4849889093674187,0.3016748486684198,1.7134250476308246,0,33.51264280780063
3,0.5756978455343141,3.710899008555891,0,11010001,1,13,1,0.6472187741456438,1.2833661428591325,0,0.4849889093674187,0.3016748486684198,1.7134250476308246,0,13.240003453956112
4,0.5756978455343141,3.819770601398028,0,00011000,1,13,1,0.6472187741456438,1.2833661428591325,0,0.4849889093674187,0.3016748486684198,1.7134250476308246,0,13.180587438227324
5,0.5756978455343141,3.819770601398028,0,11010001,1,13,0,0.6472187741456438,1.2833661428591325,0,0.4849889093674187,0.3016748486684198,1.7134250476308246,0,33.43317790530847
6,0.5756978455343141,3.819770601398028,0,11010001,0,13,0,0.6472187741456438,1.2833661428591325,0,0.4849889093674187,0.3016748486684198,1.7134250476308246,0,1.7856820234869013
7,0.5756978455343141,3.819770601398028,0,11010001,1,13,0,0.7468244998264175,1.2833661428591325,0,0.4849889093674187,0.3016748486684198,1.7134250476308246,0,33.49025585844093
8,0.5756978455343141,3.819770601398028,0,11010001,1,13,0,0.6472187741456438,1.2833661428591325,0,0.4849889093674187,0.3016748486684198,1.7134250476308246,1,33.47206413730804
9,0.5756978455343141,3.819770601398028,0,11010001,1,13,0,0.6472187741456438,1.2833661428591325,0,0.4849889093674187,0.3016748486684198,1.6265154097378605,1,33.40419124289283
10,0.5756978455343141,3.819770601398028,0,11010001,1,18,0,0.6472187741456438,1.2833661428591325,0,0.4849889093674187,0.3016748486684198,1.7134250476308246,1,33.46992135607631
