,log_map_seed,log_map_r,log_map_on,lfsr_seed,lfsr_on,rossler_c,rossler_on,tent_map_seed,tent_map_r,tent_on,henon_map_x_seed,henon_map_y_seed,henon_map_a,henon_on,fitness
0,0.01,3.6,0,0,0,9.0,1,0.01,0.01,0,0.01,0.01,1.0,1,39.901075163398694
1,0.12556256742434801,3.6887208496699624,1,4,0,8.8890549276333,1,0.14225235458828633,0.09453922655389119,0,0.24899195303160385,0.05745732991160095,1.0925812729608915,0,39.77353431372549
2,0.14750248702892094,3.7862040659755847,1,5,0,9.112330645136192,1,0.28201060422697144,0.18429518328511252,0,0.8631625078680129,0.8228393807515226,1.189647243058098,1,39.64671486928104
3,0.07335455326566903,3.8832008621695797,0,13,1,9.305210795788346,0,0.28956544689887104,0.2965624002190785,1,0.5390954420979988,0.053283425513037,1.2958409936798352,1,39.76570833333334
4,0.28301219536897065,3.979730255651498,1,21,1,9.382740036307665,0,0.36143833681057613,0.3961615623160686,0,0.4356855598195781,0.8753260492064133,0.01118726216764765,1,39.90510457516339
5,0.3337135349798571,0.07563556115772929,0,30,1,9.371141576642398,1,0.6975601824583076,0.5111736362791026,1,0.6198276485411542,0.9021435986039644,0.10633563348715531,0,39.89029656862745
6,0.7746961251629912,0.1737074015888967,0,37,1,9.596649617886957,1,0.7202812462176867,0.6235504483882455,0,0.5622013658999926,0.7084449046440484,0.21949859987345283,0,39.887725490196075
7,0.6197022704238173,0.27220420129342726,1,38,1,9.785592452849826,0,0.6308764676909726,0.7331778667512198,1,0.5873809015683402,0.7987701933378917,0.31978704623389487,1,39.97567238562091
8,0.8619345810842812,0.3734672588380608,0,47,0,10.000549426001015,1,0.45651792340788044,0.8566590678959859,0,0.7845096032269715,0.9305603778597166,0.4207034293768239,0,40.23788398692809
9,0.9311227193040023,0.48122592752854826,0,53,1,10.15398860550864,0,0.6064141254497408,0.9486591572865134,1,0.643726286537627,0.8613336264537618,0.5231788860596813,1,39.84142892156863
10,0.16144785034925135,0.5869121495555519,1,60,0,10.249945041069875,0,0.8591193525835694,0.05904169390332337,0,0.6980822025882982,0.9923516705678355,0.6331220719782252,0,3.4313725490196084e-05
11,0.4284300535288773,0.7001099202647589,1,69,0,10.489632887414226,1,0.9184196953125416,0.16146561410439886,1,0.08320489636977291,0.9283903042690778,0.7170567754168832,1,39.97286029411764
12,0.37072036906824324,0.825122309462796,0,74,0,10.643961516435324,1,0.8845508580424815,0.2610643140546488,1,0.9758705573895313,0.20353885141654304,0.8264285360612997,0,40.01634967320261
13,0.5576704484252594,0.9461757857536368,1,77,0,10.677481120349295,0,0.11264150069295709,0.3419870404645705,0,0.8863221979289688,0.8325007390267766,0.9275613519355119,1,33.1159885620915
14,0.5904698847547469,1.0574567268323234,1,84,1,10.84401310703023,1,0.2278339248411674,0.4468115374576535,0,0.7476219190483162,0.8589871063798984,1.0334267029852329,0,39.82795996732025
15,0.8576555497784886,1.1536625867978632,1,93,0,10.970346972065636,0,0.35075221145928587,0.5574449099032819,0,0.2327077387694061,0.9386914972853738,1.1423560678881148,1,37.249383169934646
16,0.8684891841384735,1.26066002116231,1,96,0,11.026426012643551,1,0.6352368401130926,0.6691916515937962,0,0.07013755920674589,0.8892727600872604,1.2539829399963163,1,39.74588970588236
17,0.7228741585316141,1.356646311187032,1,102,1,10.91718872336218,1,0.5558709718011622,0.7729964990844184,0,0.11244669526557004,0.004092723855997127,1.3525891218315824,0,39.871095588235285
18,0.13475362430177307,1.4704121066497413,0,106,0,11.046608576907012,0,0.39655959016707165,0.8775227064765517,0,0.2928204646604449,0.31319047517109055,0.06882444594826542,1,34.73774428104574
19,0.39988857743922174,1.5652276751695906,1,115,1,11.125851367202308,0,0.32779822827870075,0.975881131024565,0,0.34638546759707034,0.5178404096254143,0.14663682045737797,1,39.93948692810457
20,0.4719589574554347,1.6685528405555674,1,123,0,11.225782141197143,1,0.7785400689146433,0.07180716868256187,0,0.31466307375748986,0.5648250279523941,0.2536757936813745,0,39.83986111111112
21,0.6088050650258809,1.7646362763106467,1,125,1,11.418469386309532,1,0.8061329590751016,0.1780254950764974,1,0.44747293041965863,0.6672317103678506,0.35828755219175945,0,39.903249183006544
22,0.8570863974436518,1.8655905978194625,0,130,0,11.515747454446466,0,0.8647774915609968,0.2735285789042257,1,0.8904008619462636,0.37883827568056483,0.4621396605748136,0,18.741742647058825
23,0.9794314334893593,1.9617435026895187,0,133,0,11.800570187319966,1,0.9295916866731468,0.36814587453027536,1,0.28578921269745594,0.5742996953654573,0.566991338731487,0,40.05375245098037
24,0.20009583322000735,2.0491346822487695,0,136,1,11.84711697379954,0,0.07775023802409087,0.4680865748268311,1,0.4587630888061309,0.7646642867702339,0.655203084883561,1,39.96435784313726
25,0.43072803650827607,2.14029654762175,1,142,0,11.946004293781181,1,0.22215692699778108,0.5700190476819144,1,0.5529677986919904,0.629546610423159,0.748733443280309,0,40.47353267973856
26,0.6265823064580909,2.2314386620079674,1,145,0,12.047269919344844,1,0.34652933242381334,0.6555519904703558,1,0.6513322872887989,0.9879959118160575,0.8426632883580751,0,39.688050653594765
27,0.7436455699778826,2.3430979972689743,1,149,1,12.075845919358958,1,0.6814495622647575,0.7624856681194736,0,0.7269985627749838,0.11184040010876717,0.9283151644304952,1,39.87995179738561
28,0.8852986202543253,2.4224874372106098,1,154,1,12.232010081562166,1,0.6247637563479587,0.8461653106858086,1,0.606435995551336,0.27972094874370285,1.0351104444866241,0,39.86472549019607
29,0.2830733867100028,2.516775043996953,0,162,1,12.313057850371555,0,0.5437172425294098,0.9152450959290972,0,0.530042692189903,0.47993460832426366,1.121961048432065,1,39.75901715686275
30,0.37620119339212754,2.612607481658156,0,164,1,12.457073337220763,1,0.524093645518987,0.035348107711743015,1,0.4708473247014355,0.6705145901034559,1.2295922465831468,0,39.91129575163399
31,0.33853003737535037,2.713128931652079,1,173,1,12.680831911452257,1,0.4654744305813057,0.1355345965830954,0,0.9036450586454767,0.007937216182613671,1.3265286801337428,0,39.86525735294117
32,0.9662819334406677,2.8183016779826136,0,178,0,12.80724484477677,0,0.665781342455577,0.23360408535532046,1,0.26634222093037874,0.21552526586560797,0.017077577189170245,0,13.842973856209147
33,0.6734057134380699,2.9194373117152845,0,185,0,12.897087957741732,0,0.8592851838622355,0.34583116565083455,1,0.5904684774649893,0.645765633879403,0.11338074790204511,0,27.25158905228758
34,0.9457032116167503,3.02383933346488,1,192,1,13.001870297850369,0,0.7826597065592903,0.4356138555942195,1,0.7679570180524029,0.5691774548080735,0.21115536285249403,1,39.785973856209154
35,0.21644509434398884,3.118992042170388,0,197,0,13.21277639758299,1,0.8645268301180103,0.5501929626537401,1,0.7471294549246014,0.6054469152345083,0.3007059094512762,0,40.30850408496731
36,0.5149764161744764,3.219211574679258,1,204,1,13.398045244031552,0,0.7616355979890435,0.6336603776283083,1,0.862301912588403,0.5651792761508887,0.39326787853857914,0,39.78134150326796
37,0.30106434999558807,3.3016916724811916,1,207,0,13.552466344862218,1,0.6115223422698999,0.748926831206032,1,0.775617633660459,0.8412880339233909,0.4843445936118844,0,39.97128758169935
38,0.3939039746686991,3.407778268662911,0,212,0,13.649008224616582,1,0.5020242198728594,0.8587929117873578,0,0.9639648981152314,0.4583624781184017,0.5832570301063966,0,39.86511192810457
39,0.24448590563668718,3.51661059775188,1,216,0,13.756232064619363,0,0.7817516745791067,0.9755914458786643,1,0.23484424630308487,0.30808310617950097,0.6858127650483665,0,51.148360294117644
