,log_map_seed,log_map_r,log_map_on,lfsr_seed,lfsr_on,rossler_c,rossler_on,tent_map_seed,tent_map_r,tent_on,henon_map_x_seed,henon_map_y_seed,henon_map_a,henon_on,fitness
0,0.01,3.6,0,0,1,9.0,0,0.01,0.01,1,0.01,0.01,1.0,1,22.92312472474341
1,0.15172030513067097,3.7030683281745405,1,9,1,9.153062970009108,0,0.7865092903251003,0.10062541082364503,0,0.08590811616731903,0.18236063299514643,1.093101003164519,0,29.645548801796114
2,0.4242325867775593,3.7871230510895604,1,13,0,9.201488205168799,1,0.14775455959988126,0.21229518108860376,1,0.3273608137021483,0.1573051784309834,1.192866986042938,1,29.579624849207253
3,0.8711961165054327,3.8808252866623394,1,14,1,9.115637012215151,0,0.06604502162539308,0.3007061664537223,1,0.5665152029583765,0.11829923654687569,1.2950591982829165,1,29.67587040919884
4,0.9939842567157493,3.978079021529977,0,22,1,9.072144395991836,1,0.13185483317963553,0.40987539046104005,0,0.9031256489726012,0.10339805224844716,1.3985651611769214,1,29.71734140433517
5,0.06312354609611925,0.08732984842004932,1,31,0,9.210194720725115,0,0.1796567390572782,0.5077803388590867,0,0.8474176409618273,0.5395372110367651,0.1147797816000129,1,25.018141503427536
6,0.46119565264099316,0.19143835141144788,1,37,0,9.271279418530252,0,0.4377479452917019,0.6094037059216139,0,0.7444040877184432,0.6044161684667108,0.2210575380532611,1,11.796894447476255
7,0.5611151939643306,0.3049536703984303,0,43,0,9.29931406627422,1,0.7045112702374872,0.711401390330122,1,0.6588025489062714,0.5105890001220057,0.316388386484477,0,29.922926659677547
8,0.5398549578124775,0.408093362549057,0,44,0,9.388438331396582,0,0.5362911236884972,0.8015421733749868,0,0.6028168778501494,0.5872312952324305,0.41881335430363803,1,11.996447993259803
9,0.1405801598069608,0.5240855843278408,1,48,0,9.38055809784771,0,0.7235818324051655,0.8948891951752321,1,0.7746432712941856,0.8017956722792686,0.5085542296785076,0,37.636269962086395
10,0.23538155856607368,0.6362964747854308,0,55,1,9.500971041240364,1,0.8740203449892311,0.9668858337496973,1,0.6308411257999181,0.1848403861950727,0.6051805715408888,0,29.67544406068091
11,0.24711535486344832,0.7364549339319076,0,58,1,9.568656275625937,1,0.19035115513244905,0.07174027672818806,1,0.5058080025911726,0.17946277177647765,0.7136549332302344,1,29.65810139973958
12,0.8497242354599146,0.8318389073857715,0,59,1,9.710734144996874,1,0.2283721431927415,0.169984140438797,0,0.5445091207758523,0.194370869344547,0.8033186966772062,1,29.61452259736903
13,0.0758488142654552,0.9287485814973502,0,63,0,10.01453501843456,0,0.3620242021211517,0.2563903917888478,1,0.8532623242095734,0.4764456634926412,0.8945383752610208,0,6.178407856062346
14,0.8886561016095074,1.01712865150795,1,72,1,10.140547812508878,0,0.47073183547503106,0.3364375862704047,0,0.9813123365213815,0.6552148002489007,0.9955859829159295,0,29.693605011584705
15,0.9349941027679434,1.1259609696722706,0,74,1,10.111397634489279,1,0.8097791970084189,0.42353757196431663,1,0.29851469801374964,0.8367310055732537,1.0983603830830186,1,29.72425722608379
